Este es un archivo con información de ventas de la marketplace tienda a nivel internacional,,,,,,,,,,,,,,,,,,Columna1,Columna2
Id. de la fila,Id. del pedido,Fecha del pedido,Fecha de envío,Método de envío,Id. del cliente,Nombre del cliente,Teléfono,Género,Segmento,Ciudad,Provincia/Estado/Departamento,País/Región,Región,Id. del producto,Cantidad,Descuento,Ganancia,,
6790,US-2019-129791,13/05/2019,16/05/19,urgente,GO-15400,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10001605,2,0.40,-26.48,,
6827,MX-2021-135811,21FechaPedido/04/2021FechaPedido,21/04/21,Mismo día,ÁM-10765,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10003315,2,0.40,14.24,,
6828,MX-2021-135811,21FechaPedido/04/2021FechaPedido,21/04/21,Mismo día,ÁM-10765,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10004503,9,0.40,-273.60,,
6943,US-2021-153738,25/06/2021FechaPedido,29/06/21,estándar,CG-12685,,,,Cliente,Choloma,Cortés,Honduras,Centro,MAT-EL-10001878,5,0.40,-400.00,,
6944,US-2021-153738,25/06/2021FechaPedido,29/06/21,estándar,CG-12685,,,,Cliente,Choloma,Cortés,Honduras,Centro,TEC-AC-10001693,2,0.40,-54.88,,
7072,US-2019-141250,03/01/2019,07/01/19,estándar,JB-16675,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10000578,3,0.40,-66.12,,
7073,US-2019-141250,03/01/2019,07/01/19,estándar,JB-16675,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-ME-10000003,2,0.70,-1545.12,,
7074,US-2019-141250,03/01/2019,07/01/19,estándar,JB-16675,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-AC-10002744,1,0.40,-307.96,,
7174,US-2020-167269,18/06/2020,21/06/20,urgente,NC-19255,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-AL-10002563,3,0.40,-664.08,,
7175,US-2020-167269,18/06/2020,21/06/20,urgente,NC-19255,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10004931,8,0.40,-188.48,,
7176,US-2020-167269,18/06/2020,21/06/20,urgente,NC-19255,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-LI-10003782,2,0.40,-1353.20,,
7177,US-2020-167269,18/06/2020,21/06/20,urgente,NC-19255,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10001686,7,0.40,-1364.44,,
7189,US-2021-137358,28/05/2021FechaPedido,31/05/21,Rápido,ÁU-10285,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-SO-10000511,5,0.40,-94.80,,
7320,US-2018-151232,07/09/2018,12/09/18,estándar,NC-19150,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,TEC-CO-10000243,4,0.40,-443.59,,
7321,US-2018-151232,07/09/2018,12/09/18,estándar,NC-19150,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-MO-10002554,1,0.40,-36.40,,
7382,US-2019-111339,03/05/2019,07/05/19,estándar,OB-19705,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-EL-10000367,2,0.40,-328.64,,
7608,MX-2021-109890,01/08/2021FechaPedido,05/08/21,estándar,MM-18535,,,,Empresa,Choloma,Cortés,Honduras,Centro,MAT-SO-10000409,1,0.40,15.92,,
7609,MX-2021-109890,01/08/2021FechaPedido,05/08/21,estándar,MM-18535,,,,Empresa,Choloma,Cortés,Honduras,Centro,TEC-AC-10002869,1,0.40,-30.76,,
7625,US-2018-120593,25/06/2018,28/06/18,urgente,NC-19150,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-AL-10003416,8,0.40,-21.44,,
7657,US-2019-106894,24/03/2019,30/03/19,estándar,UL-21340,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-AR-10001228,2,0.40,-79.44,,
7723,US-2019-105438,08/04/2019,08/04/19,Mismo día,DT-13375,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10000979,3,0.40,-82.68,,
7750,US-2021-167941,28/04/2021FechaPedido,02/05/21,estándar,HB-15820,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-LI-10003303,5,0.40,-4952.40,,
7751,US-2021-167941,28/04/2021FechaPedido,02/05/21,estándar,HB-15820,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10000211,1,0.40,-67.80,,
7766,US-2018-152296,18/10/2018,18/10/18,Mismo día,TM-21220,,,,Cliente,Choloma,Cortés,Honduras,Centro,TEC-AC-10004825,2,0.40,-82.24,,
7837,US-2021-122672,04/10/2021FechaPedido,09/10/21,estándar,GC-15460,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-CO-10001067,1,0.40,-272.65,,
7850,US-2018-128475,04/03/2018,08/03/18,estándar,CA-12220,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-SO-10000835,1,0.40,-66.08,,
7956,US-2020-135237,06/07/2020,10/07/20,estándar,HA-15700,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10002631,2,0.40,-49.04,,
7958,US-2020-162754,29/06/2020,04/07/20,estándar,IV-16135,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10004998,2,0.40,-358.48,,
8103,MX-2020-117408,20/09/2020,25/09/20,estándar,VS-21505,,,,Cliente,Choloma,Cortés,Honduras,Centro,MAT-AL-10002870,2,0.40,81.84,,
8104,MX-2020-117408,20/09/2020,25/09/20,estándar,VS-21505,,,,Cliente,Choloma,Cortés,Honduras,Centro,MOB-MO-10004154,2,0.40,-181.36,,
8105,MX-2020-117408,20/09/2020,25/09/20,estándar,VS-21505,,,,Cliente,Choloma,Cortés,Honduras,Centro,MOB-LI-10003753,7,0.40,-1981.00,,
8178,MX-2018-117485,22/09/2018,27/09/18,Rápido,LV-17830,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-AL-10003303,4,0.40,89.92,,
8179,MX-2018-117485,22/09/2018,27/09/18,Rápido,LV-17830,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-MO-10001937,3,0.40,-100.32,,
8320,US-2020-121181,21FechaPedido/12/2020,25/12/20,Rápido,DV-13285,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-LI-10001784,3,0.40,-200.28,,
8321,US-2020-121181,21FechaPedido/12/2020,25/12/20,Rápido,DV-13285,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10001617,2,0.40,16.24,,
8395,US-2019-160556,10/05/2019,14/05/19,estándar,GO-15400,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-TE-10001761,3,0.40,-58.80,,
8396,US-2019-160556,10/05/2019,14/05/19,estándar,GO-15400,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-AR-10002993,8,0.40,-0.64,,
8420,MX-2020-153682,16/08/2020,20/08/20,estándar,TA-21310,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-AR-10004397,4,0.40,114.56,,
8421,MX-2020-153682,16/08/2020,20/08/20,estándar,TA-21310,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10000726,2,0.40,26.32,,
8458,US-2020-112788,13/11/2020,17/11/20,estándar,RC-20575,,,,Cliente,Choloma,Cortés,Honduras,Centro,MAT-AL-10002520,5,0.40,-362.20,,
8474,US-2018-129721,01/07/2018,03/07/18,urgente,CG-12550,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10003283,2,0.40,-71.92,,
8475,US-2018-129721,01/07/2018,03/07/18,urgente,CG-12550,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10003145,2,0.40,27.76,,
8585,US-2019-139843,08/03/2019,10/03/19,Rápido,RM-20365,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10001056,2,0.40,-6.00,,
8586,US-2019-139843,08/03/2019,10/03/19,Rápido,RM-20365,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10004040,2,0.40,-11.20,,
8587,US-2019-139843,08/03/2019,10/03/19,Rápido,RM-20365,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,TEC-TE-10003591,5,0.40,-305.00,,
8630,US-2019-128195,15/11/2019,20/11/19,estándar,NL-19525,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10001712,2,0.40,-0.08,,
8688,MX-2018-126893,16/04/2018,18/04/18,urgente,SS-20710,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10001048,1,0.40,3.32,,
8689,MX-2018-126893,16/04/2018,18/04/18,urgente,SS-20710,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10004785,7,0.40,-127.96,,
8690,MX-2018-126893,16/04/2018,18/04/18,urgente,SS-20710,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10000063,1,0.40,-191.20,,
8691,MX-2018-126893,16/04/2018,18/04/18,urgente,SS-20710,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-LI-10004146,2,0.40,-377.44,,
8743,US-2018-153087,13/12/2018,20/12/18,estándar,SS-20710,,,,Pequeña empresa,Choloma,Cortés,Honduras,Centro,MOB-SI-10000533,4,0.40,-367.84,,
8744,US-2018-153087,13/12/2018,20/12/18,estándar,SS-20710,,,,Pequeña empresa,Choloma,Cortés,Honduras,Centro,MAT-SO-10001671,3,0.40,61.80,,
8896,US-2018-115392,04/03/2018,11/03/18,estándar,BL-11860,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10000866,3,0.40,-6.72,,
8897,US-2018-115392,04/03/2018,11/03/18,estándar,BL-11860,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,TEC-TE-10002150,5,0.40,-2002.40,,
8898,US-2018-115392,04/03/2018,11/03/18,estándar,BL-11860,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10003462,3,0.40,-95.52,,
8899,US-2018-115392,04/03/2018,11/03/18,estándar,BL-11860,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,TEC-CO-10001010,7,0.40,-3891.59,,
9020,US-2019-134586,12/06/2019,19/06/19,estándar,SG-20755,,,,Empresa,Choloma,Cortés,Honduras,Centro,MAT-SO-10003921,7,0.40,-147.84,,
9021,US-2019-134586,12/06/2019,19/06/19,estándar,SG-20755,,,,Empresa,Choloma,Cortés,Honduras,Centro,MOB-MO-10000300,4,0.40,-83.84,,
9036,US-2019-113264,30/10/2019,02/11/19,Rápido,CV-12430,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-AC-10000918,3,0.40,-60.72,,
9037,US-2019-113264,30/10/2019,02/11/19,Rápido,CV-12430,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-SO-10004254,3,0.40,-19.44,,
9038,US-2019-113264,30/10/2019,02/11/19,Rápido,CV-12430,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-EL-10002030,3,0.40,-16.08,,
9172,US-2021-141600,07/08/2021FechaPedido,10/08/21,Rápido,LC-17440,,,,Empresa,Choloma,Cortés,Honduras,Centro,MOB-SI-10001060,1,0.40,-241.08,,
9266,US-2021-131555,30/07/2021FechaPedido,30/07/21,Mismo día,CG-12685,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-EL-10002493,3,0.40,-267.96,,
9267,US-2021-131555,30/07/2021FechaPedido,30/07/21,Mismo día,CG-12685,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10001863,3,0.40,-57.12,,
9268,US-2021-131555,30/07/2021FechaPedido,30/07/21,Mismo día,CG-12685,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10001605,3,0.40,-39.72,,
9600,US-2021-125955,25/06/2021FechaPedido,30/06/21,estándar,HC-15955,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10000273,2,0.40,-73.60,,
9608,US-2019-148880,05/12/2019,09/12/19,estándar,PM-19975,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-AC-10003828,1,0.40,-50.88,,
9609,US-2019-148880,05/12/2019,09/12/19,estándar,PM-19975,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-EL-10003270,4,0.40,-1993.28,,
9731,MX-2021-154046,28/10/2021FechaPedido,30/10/21,Rápido,AR-11170,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-SU-10004864,4,0.40,49.76,,
9745,US-2020-162600,07/11/2020,12/11/20,estándar,LS-17560,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-AC-10002277,3,0.40,-311.28,,
9746,US-2020-162600,07/11/2020,12/11/20,estándar,LS-17560,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10001997,2,0.40,-31.04,,
9747,US-2020-162600,07/11/2020,12/11/20,estándar,LS-17560,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10002699,2,0.40,-56.56,,
9748,US-2020-162600,07/11/2020,12/11/20,estándar,LS-17560,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10000222,2,0.40,-64.16,,
9749,US-2020-162600,07/11/2020,12/11/20,estándar,LS-17560,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-AL-10001229,5,0.40,-519.40,,
9750,US-2020-162600,07/11/2020,12/11/20,estándar,LS-17560,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10001818,3,0.40,-160.80,,
9751,US-2020-162600,07/11/2020,12/11/20,estándar,LS-17560,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-LI-10003132,1,0.40,-81.08,,
9752,US-2020-162600,07/11/2020,12/11/20,estándar,LS-17560,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10002495,4,0.40,44.00,,
9753,US-2020-162600,07/11/2020,12/11/20,estándar,LS-17560,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-AL-10003691,3,0.40,-954.84,,
9754,US-2020-162600,07/11/2020,12/11/20,estándar,LS-17560,,,,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10004474,3,0.40,-14.28,,
9755,US-2020-111185,29/12/2020,30/12/20,urgente,DS-13315,,,,Cliente,Choloma,Cortés,Honduras,Centro,MAT-GR-10002450,10,0.40,-337.60,,
9822,US-2020-136966,01/11/2020,06/11/20,estándar,OL-19570,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-LI-10002102,4,0.40,-2040.80,,
9962,US-2021-126032,19/09/2021FechaPedido,23/09/21,estándar,CO-12490,,,,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-SU-10002240,6,0.40,-268.32,,
9964,US-2021-155845,25/07/2021FechaPedido,30/07/21,estándar,OM-19765,,,,Empresa,Choloma,Cortés,Honduras,Centro,TEC-CO-10000173,3,0.40,-742.09,,
9967,US-2020-166457,24/10/2020,30/10/20,estándar,ES-14515,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-SU-10001351,7,0.40,-57.96,,
9968,US-2020-166457,24/10/2020,30/10/20,estándar,ES-14515,,,,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10003313,3,0.40,-50.88,,
186,MX-2020-148453,21FechaPedido/12/2020,23/12/20,urgente,CB-12730,,,,Cliente,Soacha,Cundinamarca,Colombia,Sur,MAT-SO-10002824,3,0.00,178.20,,
187,MX-2020-148453,21FechaPedido/12/2020,23/12/20,urgente,CB-12730,,,,Cliente,Soacha,Cundinamarca,Colombia,Sur,MOB-SI-10003958,1,0.00,158.00,,
188,MX-2020-148453,21FechaPedido/12/2020,23/12/20,urgente,CB-12730,,,,Cliente,Soacha,Cundinamarca,Colombia,Sur,TEC-CO-10000904,2,0.00,700.80,,
189,MX-2020-148453,21FechaPedido/12/2020,23/12/20,urgente,CB-12730,,,,Cliente,Soacha,Cundinamarca,Colombia,Sur,MOB-ME-10001365,3,0.20,3330.48,,
190,MX-2020-148453,21FechaPedido/12/2020,23/12/20,urgente,CB-12730,,,,Cliente,Soacha,Cundinamarca,Colombia,Sur,MOB-ME-10004705,2,0.20,-122.88,,
191,MX-2020-148453,21FechaPedido/12/2020,23/12/20,urgente,CB-12730,,,,Cliente,Soacha,Cundinamarca,Colombia,Sur,TEC-TE-10001732,3,0.00,1005.00,,
192,MX-2020-148453,21FechaPedido/12/2020,23/12/20,urgente,CB-12730,,,,Cliente,Soacha,Cundinamarca,Colombia,Sur,TEC-AC-10000417,1,0.00,96.60,,
669,MX-2019-169229,16/10/2019,21/10/19,estándar,GM-15280,,,,Cliente,Soacha,Cundinamarca,Colombia,Sur,MAT-CA-10002687,5,0.00,158.00,,
1128,MX-2019-113285,18/09/2019,21/09/19,urgente,GO-15310,,,,Empresa,Soacha,Cundinamarca,Colombia,Sur,MAT-GR-10003379,2,0.00,48.00,,
1129,MX-2019-113285,18/09/2019,21/09/19,urgente,GO-15310,,,,Empresa,Soacha,Cundinamarca,Colombia,Sur,MAT-CA-10003624,2,0.00,34.40,,
4480,MX-2020-146318,04/12/2020,08/12/20,estándar,CD-12940,,,,Pequeña empresa,Mosquera,Cundinamarca,Colombia,Sur,MAT-GR-10004448,3,0.00,165.00,,
4481,MX-2020-146318,04/12/2020,08/12/20,estándar,CD-12940,,,,Pequeña empresa,Mosquera,Cundinamarca,Colombia,Sur,MAT-CA-10003188,2,0.00,109.60,,
8492,MX-2021-108966,19/10/2021FechaPedido,23/10/21,estándar,BC-12115,,,,Cliente,Soacha,Cundinamarca,Colombia,Sur,MOB-MO-10002101,3,0.00,195.00,,
8497,MX-2018-169537,26/10/2018,31/10/18,estándar,JL-16870,,,,Cliente,Mosquera,Cundinamarca,Colombia,Sur,TEC-AC-10002667,3,0.00,16.80,,
8521,MX-2021-144015,14/11/2021FechaPedido,18/11/21,estándar,ÚS-21430,,,,Empresa,Facatativá,Cundinamarca,Colombia,Sur,MAT-ET-10004911,5,0.00,165.00,,
8522,MX-2021-144015,14/11/2021FechaPedido,18/11/21,estándar,ÚS-21430,,,,Empresa,Facatativá,Cundinamarca,Colombia,Sur,MAT-CA-10002175,2,0.00,92.80,,
870,MX-2021-125927,09/09/2021FechaPedido,14/09/21,estándar,TA-21175,,,,Empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-AR-10003547,2,0.00,59.20,,
871,MX-2021-125927,09/09/2021FechaPedido,14/09/21,estándar,TA-21175,,,,Empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-CA-10002778,10,0.00,358.00,,
1417,MX-2021-125220,05/02/2021FechaPedido,09/02/21,estándar,HQ-15730,,,,Cliente,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-CA-10002437,2,0.00,44.40,,
1561,MX-2020-115511,27/06/2020,03/07/20,estándar,RR-20515,,,,Pequeña empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,MOB-MO-10002179,3,0.00,505.80,,
3417,MX-2020-109197,26/06/2020,01/07/20,estándar,EM-14110,,,,Cliente,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-AR-10000629,2,0.00,60.40,,
4441,MX-2020-112543,07/03/2020,12/03/20,estándar,WM-21805,,,,Empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-SO-10001213,3,0.00,34.20,,
4442,MX-2020-112543,07/03/2020,12/03/20,estándar,WM-21805,,,,Empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-PA-10003283,3,0.00,88.20,,
4443,MX-2020-112543,07/03/2020,12/03/20,estándar,WM-21805,,,,Empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,MOB-SI-10001719,2,0.00,221.60,,
5540,MX-2021-104346,28/03/2021FechaPedido,02/04/21,estándar,UP-21370,,,,Empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,TEC-AC-10002784,3,0.00,687.60,,
5541,MX-2021-104346,28/03/2021FechaPedido,02/04/21,estándar,UP-21370,,,,Empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,TEC-TE-10000454,2,0.00,440.00,,
5542,MX-2021-104346,28/03/2021FechaPedido,02/04/21,estándar,UP-21370,,,,Empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-AR-10002052,4,0.00,300.00,,
6025,MX-2020-147879,25/06/2020,25/06/20,Mismo día,AA-10150,,,,Cliente,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-PA-10004882,6,0.00,610.80,,
6326,MX-2018-166282,04/06/2018,05/06/18,urgente,DT-13585,,,,Empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-EL-10001878,2,0.00,160.00,,
6887,MX-2018-145198,26/10/2018,28/10/18,Rápido,GC-15160,,,,Cliente,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-AL-10003416,2,0.00,99.60,,
7195,MX-2018-155572,24/07/2018,27/07/18,Rápido,JH-16750,,,,Cliente,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-SU-10001468,2,0.00,37.20,,
7196,MX-2018-155572,24/07/2018,27/07/18,Rápido,JH-16750,,,,Cliente,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-ET-10004702,3,0.00,66.00,,
7197,MX-2018-155572,24/07/2018,27/07/18,Rápido,JH-16750,,,,Cliente,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-PA-10003611,2,0.00,76.40,,
7198,MX-2018-155572,24/07/2018,27/07/18,Rápido,JH-16750,,,,Cliente,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-GR-10003247,7,0.00,77.00,,
9270,MX-2019-103114,08/05/2019,15/05/19,estándar,SC-20740,,,,Pequeña empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-ET-10002439,2,0.00,48.80,,
9271,MX-2019-103114,08/05/2019,15/05/19,estándar,SC-20740,,,,Pequeña empresa,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-PA-10000577,3,0.00,139.80,,
7838,US-2018-139689,20/10/2018,22/10/18,Rápido,UN-21385,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,MAT-SO-10003908,4,0.40,-256.00,,
7839,US-2018-139689,20/10/2018,22/10/18,Rápido,UN-21385,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,TEC-MÁ-10001500,4,0.40,-1702.08,,
7840,US-2018-139689,20/10/2018,22/10/18,Rápido,UN-21385,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,MAT-AR-10004017,2,0.40,-262.56,,
7841,US-2018-139689,20/10/2018,22/10/18,Rápido,UN-21385,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,MAT-AR-10004211,6,0.40,-637.68,,
9610,US-2021-110611,04/10/2021FechaPedido,10/10/21,estándar,AN-10435,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,MOB-MO-10003720,4,0.40,-74.40,,
9611,US-2021-110611,04/10/2021FechaPedido,10/10/21,estándar,AN-10435,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,MAT-ET-10001314,4,0.40,-6.40,,
9612,US-2021-110611,04/10/2021FechaPedido,10/10/21,estándar,AN-10435,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,MAT-AL-10004490,7,0.40,-343.00,,
289,US-2018-156664,29/01/2018,03/02/18,estándar,NM-19390,,,,Cliente,Caracas,Distrito Capital,Venezuela,Sur,MOB-ME-10003424,2,0.70,-5911.72,,
2069,US-2021-112970,27/03/2021FechaPedido,02/04/21,estándar,LV-17770,,,,Cliente,Caracas,Distrito Capital,Venezuela,Sur,MOB-LI-10000374,6,0.40,-1709.04,,
8430,US-2020-156601,11/09/2020,11/09/20,Mismo día,EV-13960,,,,Cliente,Caracas,Distrito Capital,Venezuela,Sur,MAT-GR-10002558,2,0.40,-32.88,,
8501,US-2021-152989,26/11/2021FechaPedido,01/12/21,estándar,BR-11770,,,,Cliente,Caracas,Distrito Capital,Venezuela,Sur,MAT-CA-10004107,2,0.40,-12.88,,
7574,MX-2020-134194,09/07/2020,13/07/20,Rápido,JT-17050,,,,Cliente,Caracas,Distrito Capital,Venezuela,Sur,TEC-AC-10000340,2,0.40,18.16,,
7575,MX-2020-134194,09/07/2020,13/07/20,Rápido,JT-17050,,,,Cliente,Caracas,Distrito Capital,Venezuela,Sur,MAT-SO-10001194,5,0.40,-156.60,,
7576,MX-2020-134194,09/07/2020,13/07/20,Rápido,JT-17050,,,,Cliente,Caracas,Distrito Capital,Venezuela,Sur,MAT-CA-10004040,7,0.40,-39.20,,
1463,US-2021-154991,18/10/2021FechaPedido,23/10/21,Rápido,MM-18535,,,,Empresa,Caracas,Distrito Capital,Venezuela,Sur,MOB-ME-10001131,1,0.70,-1962.04,,
1464,US-2021-154991,18/10/2021FechaPedido,23/10/21,Rápido,MM-18535,,,,Empresa,Caracas,Distrito Capital,Venezuela,Sur,MAT-ET-10004975,1,0.40,-14.00,,
1843,US-2021-132717,19/05/2021FechaPedido,23/05/21,estándar,CG-12340,,,,Empresa,Caracas,Distrito Capital,Venezuela,Sur,MOB-MO-10001623,7,0.40,-410.20,,
1844,US-2021-132717,19/05/2021FechaPedido,23/05/21,estándar,CG-12340,,,,Empresa,Caracas,Distrito Capital,Venezuela,Sur,MOB-LI-10000111,2,0.40,-232.32,,
1845,US-2021-132717,19/05/2021FechaPedido,23/05/21,estándar,CG-12340,,,,Empresa,Caracas,Distrito Capital,Venezuela,Sur,MAT-AR-10002200,3,0.40,-349.32,,
1846,US-2021-132717,19/05/2021FechaPedido,23/05/21,estándar,CG-12340,,,,Empresa,Caracas,Distrito Capital,Venezuela,Sur,TEC-TE-10004580,3,0.40,-3060.12,,
2940,US-2021-163741,27/11/2021FechaPedido,03/12/21,estándar,SC-20665,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,MAT-AL-10000690,2,0.40,-7.68,,
2941,US-2021-163741,27/11/2021FechaPedido,03/12/21,estándar,SC-20665,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,MAT-PA-10004917,3,0.40,-259.20,,
2942,US-2021-163741,27/11/2021FechaPedido,03/12/21,estándar,SC-20665,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,MAT-SU-10001499,7,0.40,-31.08,,
2943,US-2021-163741,27/11/2021FechaPedido,03/12/21,estándar,SC-20665,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,MOB-ME-10003388,7,0.70,-7659.40,,
2944,US-2021-163741,27/11/2021FechaPedido,03/12/21,estándar,SC-20665,,,,Pequeña empresa,Caracas,Distrito Capital,Venezuela,Sur,TEC-AC-10000079,4,0.40,-257.92,,
3110,US-2020-137785,19/06/2020,24/06/20,estándar,ÓA-19750,,,,Cliente,Caracas,Distrito Capital,Venezuela,Sur,MAT-AL-10000423,1,0.40,-9.76,,
3111,US-2020-137785,19/06/2020,24/06/20,estándar,ÓA-19750,,,,Cliente,Caracas,Distrito Capital,Venezuela,Sur,MAT-PA-10002931,7,0.40,-87.92,,
4126,MX-2020-137729,04/05/2020,08/05/20,estándar,RM-20380,,,,Cliente,Caracas,Distrito Capital,Venezuela,Sur,MAT-GR-10001828,5,0.40,8.00,,
